Object ID,Name of site,Place,Region,Site description,Campsite category,Number of powered sites,Number of unpowered sites,Bookable,Free,Facilities,Activities,Dogs alllowed,Landscape type,Access by,Has alerts,URL to thumbnail,URL to webpage,Description of place,x,y,DOC system ID,Date loaded to GIS,GlobalID,x2,y2
156733,Brown Campsite,Kahurangi National Park,Nelson/Tasman,This is a walk-in campsite on the Heaphy Track. It's a good place to stay if you're wanting an early start on the track the next day. It's also close to the Aorere River which offers trout fishing and gold panning.,Great Walk,0,10,Yes,,"Non-powered/tent sites, Toilets - flush, Water from tap - not treated, boil before use, Toilets, Water supply",Fishing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,"Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9d5bb77b84a3410ea6d6b8ae8eb6deb0.jpg,https://www.doc.govt.nz/link/8185027d6e9d454593ecefca0dab9360.aspx,Located in Kahurangi National Park,1553412,5477717,100065884,6/25/2024 8:31:55 AM,d1291485-4d2f-47e1-aaef-03e711f810a5,1553412,5477717
156734,Kaniwhaniwha Campsite,Pirongia Forest Park,Waikato,Camp in an open grassy area alongside the Kaniwhaniwha Stream.,Basic,0,24,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply","Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/39b29b71a68645bb91a284beb4e8ce9a.aspx,Located in Pirongia Forest Park,1782324,5798987,100031198,6/25/2024 8:31:55 AM,146a3bff-a59a-4aca-afe3-b46668244173,1782324,5798987
156735,Billygoat Basin Campsite,Coromandel Forest Park,Coromandel,This campsite is on the popular Billygoat Circuit.,Backcountry,0,8,Yes,,"Water from stream, Toilets - non-flush, Toilets, Water supply",Camping,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/393e4e9f8fac49b3be0049042753b741.aspx,https://www.doc.govt.nz/link/4ea62523f03f4908b43591f79716b7f7.aspx,Located in Coromandel Forest Park,1838900,5894200,100039994,6/25/2024 8:31:56 AM,3d04ee03-c7c6-4370-b5f3-7df95f156f0b,1838900,5894200
156736,Dancing Camp Campsite,Coromandel Forest Park,Coromandel,This campsite on the Kauaeranga Kauri Trail is near the historic Dancing Camp kauri driving dam.,Backcountry,0,4,Yes,,"Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6c46fcdd187d4a6fb98c7b4b9f330842.aspx,https://www.doc.govt.nz/link/1a97bab60dd64501aa98f623023bdd80.aspx,Located in Coromandel Forest Park,1841200,5897228,100044311,6/25/2024 8:31:56 AM,4ef28afe-7bab-4b1b-9f83-146c871d13ad,1841200,5897228
156737,Lawrence Campsite,Kaweka Forest Park,Hawke’s Bay,"This is a basic campsite in Hawke's Bay. A pleasant setting to camp or picnic in. There are day and overnight walks from here, as well as fishing and hunting, or canoeing on the Tutaekuri River. ",Basic,0,5,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Hunting, Kayaking and canoeing, Swimming",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,4WD,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d950e1d1208e4231bc01f56670e7a91b.jpg,https://www.doc.govt.nz/link/24a4773ef5144471b1303a9b14f1e642.aspx,Located in Kaweka Forest Park,1896496,5636374,100064946,6/25/2024 8:31:56 AM,7e8f28eb-1346-455a-a11d-6a0bdb10cef1,1896496,5636374
156738,Putanui Point Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,"Popular with sea kayakers, with a small, rocky beach",Backcountry,0,4,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",Kayaking and canoeing,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a9cfdecc59e24a5ba4216b45e7ee37c7.jpg,https://www.doc.govt.nz/link/33a7fb6063fc4b4ba18c0a7162896f7f.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1672792,5436293,100044100,6/25/2024 8:31:57 AM,8a4b046b-a228-4884-9a2b-ebcf0271afc2,1672792,5436293
156739,Pipi Beach Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,This scenic campsite is a great base for water-based activities and picnicking.,Backcountry,0,4,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/313a4e8b683c439ead3c0a4f06579820.aspx,https://www.doc.govt.nz/link/baa8701eb1e5448aaf13f81283d75148.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1672393,5441455,100044099,6/25/2024 8:31:57 AM,6b743151-eeef-4230-861b-d1470d089502,1672393,5441455
156740,Jacobs Bay Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,"Enjoy short walks and water-based activities at this campsite, which is sheltered from the prevailing northwest winds.",Backcountry,0,8,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Picnicking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/80b0a8dc3c264a668a6ccc01954077b7.JPG,https://www.doc.govt.nz/link/39e8ea23823443f7aa0da3080c7a2dee.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1674292,5448690,100044096,6/25/2024 8:31:57 AM,36039e4d-19db-4cd2-8124-b2d826b28d13,1674292,5448690
156741,Nydia Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,"Located in a sheltered, scenic bay with opportunities for walking, biking and boating. ",Backcountry,0,8,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Mountain biking, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Coastal,"Boat, Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/36f693daec1e4f60a3cc7599d3132e10.jpg,https://www.doc.govt.nz/link/0de7c22ae59a4e499b1c7b8b8e51e641.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1665651,5444286,100066484,6/25/2024 8:31:57 AM,529a255e-6ef1-47a2-84f1-46c59a36c3f2,1665651,5444286
156742,Waiona Bay Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,"In striking surroundings, this campsite is used mostly by kayakers. Other activities include hunting, boating and walking.",Basic,0,2,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Boating, Hunting, Kayaking and canoeing, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e080727d9d6f412b8b6401cb9ade0f13.aspx,https://www.doc.govt.nz/link/44415e043ee342a1a6798b5129a783d8.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1673492,5460587,100044060,6/25/2024 8:31:58 AM,bc6926c5-ce02-4376-802e-7d16fd7a6e19,1673492,5460587
156743,Kauauroa Bay Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,This is a basic campsite in the Sounds area. Campsite for boaties and sea kayakers in a peaceful setting.,Basic,0,2,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Boating, Kayaking and canoeing",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cd600136549e4cea8c162a28d0ffbd30.jpg,https://www.doc.govt.nz/link/07831228f5d8427c8bdcd59e0d958b00.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1681490,5456488,100044057,6/25/2024 8:31:58 AM,3fd20354-1b6b-456b-812d-31a8823e592e,1681490,5456488
156744,Ferndale Campsite,Pelorus Sound/Te Hoiere and Kenepuru Sound area,Marlborough,"Camp beside a sandy beach (rare in the Sounds) that is sheltered from the norwesterly wind. Enjoy short walks, picnicking and water-based activities.",Backcountry,0,4,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply","Boating, Kayaking and canoeing, Picnicking, Walking and tramping",Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/84a953cd987c425a8f750fbe13149fe0.jpg,https://www.doc.govt.nz/link/41f8e443048549c5b8b121470b928e63.aspx,Located in Pelorus Sound/Te Hoiere and Kenepuru Sound area,1681497,5439689,100066099,6/25/2024 8:31:58 AM,7a713490-75c4-4c52-95a2-2d2dc9353623,1681497,5439689
156745,Kuripapango (Ox Bow) Campsite,Kaweka Forest Park,Hawke’s Bay,This is a basic campsite in  Hawke's Bay area. Camp at the edge of the park. Raft down the Ngaruroro River or have a go at fishing.,Basic,0,50,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Rafting, Swimming",Dogs with a DOC permit for recreational hunting or management purposes only. <a href=""https://www.do,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cf71bdb8d49a491ba2d8e05861aede7c.aspx,https://www.doc.govt.nz/link/8a7a0244cc57440a84c39d440503c3d7.aspx,Located in Kaweka Forest Park,1886289,5634867,100030214,6/25/2024 8:31:59 AM,dd50ab3e-099a-408d-8fcd-a920475375a7,1886289,5634867
156746,Cameron Campsite,Kaweka Forest Park,Hawke’s Bay,A basic campsite beside the Ngaruroro River and the Napier-Taihape Road.,Basic,0,25,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Rafting, Swimming, Walking and tramping",Dogs with a DOC permit for recreational hunting or management purposes only. <a href=""https://www.do,,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/f16a605ecaa2493ab56e5e476a2ed167.aspx,Located in Kaweka Forest Park,1887005,5635062,100065803,6/25/2024 8:31:59 AM,bf1a80e1-e2fb-4cda-955a-f6f64ab072ef,1887004.9365,5635062.3449
156747,Ahuriri Bridge Campsite,Omarama area,Canterbury,"Camp on the bank of the Ahuriri River under the shade of willow trees. Fish, walk or ride from here.",Basic,0,30,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Mountain biking, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6f0aa6e0081549b7a3536a80acdf3104.jpg,https://www.doc.govt.nz/link/772ea686da4b4d33a39b790f5b611d87.aspx,Located in Omarama area,1360340,5071785,100065798,6/25/2024 8:31:59 AM,cd48e9df-7e70-491b-bce8-0736213c6fd9,1360340,5071785
156748,Quailburn Campsite,Ahuriri Conservation Park,Canterbury,"A quiet spot on the edge of a tree-lined stream, close to an historic shearing shed and walking track.",Basic,0,15,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/88cce463452842c6bf44ed12f54204a3.aspx,https://www.doc.govt.nz/link/fa9c1ba17869436282fad12bef7466fc.aspx,Located in Ahuriri Conservation Park,1345400,5082890,100100774,6/25/2024 8:31:59 AM,84da19ac-e8e5-41af-9c68-5ba93693006b,1345400,5082890
156749,Lindis Pass Historic Hotel Campsite,Lindis Valley area,Otago,This is a basic campsite in Central Otago. This historic reserve is steeped in heritage and includes the remarkable remains of the Lindis Pass Historic Hotel.,Basic,0,16,No,,"Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cca1cca46c2b480387f217c6c276a6da.jpg,https://www.doc.govt.nz/link/4329c18f61b34c3ea43d14d287375208.aspx,Located in Lindis Valley area,1322276,5044436,100085145,6/25/2024 8:32:00 AM,7ea529e7-b253-474a-b615-644fa6333533,1322276,5044436
156750,Round Bush Campsite,Ruataniwha Conservation Park,Canterbury,"Beautiful beech forest, hung with mistletoe in summer, grows right up to the lake edge.",Basic,0,20,No,,"Boat launching, Water from stream, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Boat, Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/43de4f1b2d28437bbedfc1eee8ce56b1.aspx,https://www.doc.govt.nz/link/943cdd5d814f48e6b1e157e50648dfd4.aspx,Located in Ruataniwha Conservation Park,1345705,5100086,100095975,6/25/2024 8:32:00 AM,c734c856-831f-4e6d-bdfd-c8fb1689ce22,1345705,5100086
156751,Temple Campsite,Ruataniwha Conservation Park,Canterbury,"North of Lake Ōhau, within a beautiful beech forest in a large, flat area. Tramp the North and South Temple Stream tracks.",Basic,0,30,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Shelter for cooking, Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d7f97c00b53f42cc947be5e5664e2ea2.aspx,https://www.doc.govt.nz/link/f525af6798c24628870223b030fb55e3.aspx,Located in Ruataniwha Conservation Park,1345322,5111251,100040090,6/25/2024 8:32:01 AM,b13c39d6-47a8-4f92-9b8b-27aa178499ec,1345322,5111251
156752,Bucks Road Campsite,Tararua Forest Park,Wairarapa,Enjoy the picturesque campsite above the Tauherenikau River set in regenerating bush. Camp at the road end or walk approx 150 m along the track to a grassy area amongst trees. Walk the Tauherenikau Gorge track or cool off with a swim in the river.,Basic,0,25,No,,"Fire pit/place for campfires (except in fire bans), Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Swimming, Walking and tramping",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c4b9db08889c432ba162506d74e348af.jpg,https://www.doc.govt.nz/link/1c9d2031c8324434a59f10a7d54695ae.aspx,Located in Tararua Forest Park,1797721,5451345,100037857,6/25/2024 8:32:01 AM,619b4283-2897-4946-b615-5f1cf218722d,1797721,5451345
156753,Momorangi Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"The campground is located on the shores of the Queen Charlotte Sound in Momorangi Bay Scenic Reserve. The sheltered bay offers opportunities for swimming, fishing, and small craft launch.",Serviced,100,36,Yes,,"Boat launching, Cookers/electric stove, Jetty, Non-powered/tent sites, Phone, Powered sites, Shelter for cooking, Shower - hot, Toilets - flush, Wheelchair accessible, Water from tap - treated, suitable for drinking, Toilets","Boating, Fishing, Mountain biking, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,"Boat, Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/072f9f79f85742868f7abb4e6b6cd8ea.aspx,https://www.doc.govt.nz/link/899c3a7e3aae4d519b39de90b95174e6.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1678797,5430806,100066483,6/25/2024 8:32:01 AM,bfd116b6-e97b-47be-a010-ac10dc9e502d,1678797,5430806
156754,Pahautea Hut Campsite,Pirongia Forest Park,Waikato,"There are camping pads next to Pāhautea Hut and a shelter provided with water, sink, bench and table.",Backcountry,0,7,Yes,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,Foot,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/362328c3e2ca47ea88529cbfe15b9d7e.aspx,Located in Pirongia Forest Park,1783719,5792813,100084995,6/25/2024 8:32:02 AM,d5de26d4-e396-4618-91f3-66410d151a65,1783719,5792813
156755,Mill Flat Campsite,Mount Richmond Forest Park,Marlborough,"Camp in a grassy clearing surrounded by beech forest. Picnic, walk, swim, tramp, fish and hunt.",Basic,0,20,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Forest,4WD,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab90f02eaf6245c4bdd98eb73c0303eb.jpg,https://www.doc.govt.nz/link/d00af2c79e1645d8ad048f77eabe2158.aspx,Located in Mount Richmond Forest Park,1642638,5405488,100031409,6/25/2024 8:32:02 AM,9cd6b044-7505-4612-8952-c0244b5308b8,1642638,5405488
156756,Everetts Campsite,Mohaka River area,Hawke’s Bay,"This is a basic campsite in the Hawke's Bay area. Vehicle access is closed, but you can still enter on foot or bike.",Basic,0,20,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Kayaking and canoeing, Rafting, Swimming",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Foot, Mountain bike",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/73a54a36834d480ab493603d17d40056.jpg,https://www.doc.govt.nz/link/5df50edb477d4dd1b4a79a98e18228b1.aspx,Located in Mohaka River area,1920575,5667370,100065802,6/25/2024 8:32:02 AM,11716912-7067-438d-8329-4d98f137aa56,1920575,5667370
156757,Glenfalls Campsite,Mohaka River area,Hawke’s Bay,"This is a basic campsite in the Hawke's Bay area. Fish, swim, canoe or raft in the river. ",Basic,0,20,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Fishing, Kayaking and canoeing, Rafting",Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/921b3f2c142141419995cb09810bc77f.jpg,https://www.doc.govt.nz/link/338dfcddc65249c5a790ad1e6ca2de39.aspx,Located in Mohaka River area,1917500,5661107,100044056,6/25/2024 8:32:03 AM,58502bf3-985e-4f9c-a98f-5b08305ba60c,1917500,5661107
156758,Waikawa Campsite,Tararua Forest Park,Wellington/Kapiti,Waikawa Campsite is closed.,Basic,0,0,No,,"Water from stream, Toilets - non-flush, Toilets, Water supply",Walking and tramping,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/8f6f33e2c46f458994a5e73d67912c4a.aspx,Located in Tararua Forest Park,1789764,5489809,100038010,6/25/2024 8:32:03 AM,c6d43061-541a-4ca4-a5bb-156a969352ba,1789764,5489809
156759,Homestead Campsite,Oteake Conservation Park,Otago,"This is a basic campsite in Central Otago. This isolated campsite is the ideal base for mountain biking, hunting, fishing and tramping in the nearby St Bathans and Hawkdun Ranges.",Basic,0,20,No,,"Non-powered/tent sites, Shelter for cooking, Water from tap - not treated, boil before use, Wheelchair accessible with assistance, Toilets - non-flush, Toilets, Water supply",,Dogs on a leash only. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-,Rivers and lakes,"Campervan, Car, Caravan, 4WD",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8af30d9816aa4729bb5df8c462d66cf2.jpg,https://www.doc.govt.nz/link/a94a7e0e5b774021a88746248152e25c.aspx,Located in Oteake Conservation Park,1353948,5037276,100038550,6/25/2024 8:32:03 AM,30986e77-0453-4b40-91f2-3244377ea5c2,1353948,5037276
156760,Peel Forest Campground,Peel Forest Park Scenic Reserve,Canterbury,Peel Forest Campsite has campsites and cabins.,Serviced,34,47,Yes,,"Cookers/electric stove, Non-powered/tent sites, Phone, Powered sites, Shelter for cooking, Shower - hot, Toilets - flush, Water from tap - not treated, boil before use, Wheelchair accessible, Toilets, Water supply","Fishing, Rafting, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Forest,"Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/222f12fce3c4414ba08ead19deba0c54.aspx,https://www.doc.govt.nz/link/f8912a8f305b4d6d9202de2ae3bd9da0.aspx,Located in Peel Forest Park Scenic Reserve,1460733,5138885,100043670,6/25/2024 8:32:04 AM,073535fe-5a84-4efc-b875-b16b06027061,1460733,5138885
156761,Pelorus Bridge Campground,Pelorus Bridge Scenic Reserve,Marlborough,"Camp on the banks of the Te Hoiere/Pelorus River amongst towering kahikatea, beech and rimu trees. Walk, swim, fish, kayak, relax.",Serviced,14,40,Yes,,"Cookers/electric stove, Non-powered/tent sites, Phone, Powered sites, Shelter for cooking, Shower - hot, Wheelchair accessible, Water from tap - treated, suitable for drinking, Toilets - non-flush, Toilets","Fishing, Kayaking and canoeing, Swimming, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,"Forest, Rivers and lakes","Campervan, Car, Caravan",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dc524eb2be414a81a986cfa90d2d9cc4.aspx,https://www.doc.govt.nz/link/13f853ce73b8447eb57ed9fe85c33d6e.aspx,Located in Pelorus Bridge Scenic Reserve,1647731,5427661,100066485,6/25/2024 8:32:04 AM,2ba5e936-d6c7-4d6f-acfd-13f4240a0c64,1647731,5427661
156762,Piripiri Campsite,Pohangina Valley area,Manawatu/Whanganui,Piripiri Campsite is closed.,Basic,0,4,No,,Toilets,,Not Applicable,,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f79f244d29264f3f937d140257d84527.jpg,https://www.doc.govt.nz/link/6ad2d654a3cc4f6f8c12a12b47c2dff6.aspx,Located in Pohangina Valley area,1850564,5562290,100043537,6/25/2024 8:32:04 AM,673bdd36-c6f1-4983-8210-4459ee47e8ec,1850564,5562290
156763,Robin Hood Bay Campsite,Blenheim area,Marlborough,"Camp next to the beach. Fish, surf at a nearby beach, or watch for Hector’s dolphins.",Basic,0,10,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply",Fishing,Dogs with a DOC permit only. Contact closest <a href=""#contacts"">DOC office</a> to get a permit. <a ,Coastal,Car,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d9662c465bb64a1799056e83d2ba0508.jpg,https://www.doc.govt.nz/link/d3e5f310885648789bd9b8c79418744a.aspx,Located in Blenheim area,1689517,5420832,100066032,6/25/2024 8:32:04 AM,f649912a-a9aa-4a7d-ac85-47d6b4d10ee1,1689517,5420832
156764,Cannibal Cove Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,A remote campsite with hunting and water-based activities near by.,Backcountry,0,3,No,,"Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Boating, Hunting",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/579512ba083846e5a6269b4630b0b23c.jpg,https://www.doc.govt.nz/link/e3998cedb3bc491cb03fefb5ac6d9d4f.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1705169,5452019,100044092,6/25/2024 8:32:05 AM,46ae7a64-8928-4053-b910-af8e9c62b344,1705169,5452019
156765,Wharehunga Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,North-facing site that is a great base for water-based activities in the outer Queen Charlotte Sound.,Backcountry,0,10,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/57b866df51104630be08ceec6feb658b.jpg,https://www.doc.govt.nz/link/6f48fe1c940a40c980432e85ebf45eaf.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1708285,5440490,100043483,6/25/2024 8:32:05 AM,7b80a513-92a8-4184-b3cf-c462bbe58cb9,1708285,5440490
156766,Ngaruru Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,An isolated campsite with water-based activities for those who want to get away from it all.,Backcountry,0,4,No,,"Non-powered/tent sites, Water from tap - not treated, boil before use, Toilets - non-flush, Toilets, Water supply",,No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3f69be59dddf4457948181fd98f2f0dd.jpg,https://www.doc.govt.nz/link/c175674de2424fbab66d7b99ba29ae2b.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1701785,5435291,100044098,6/25/2024 8:32:05 AM,65d3fb68-48fe-44a9-8373-46f9406ed5c9,1701785,5435291
156767,Kumutoto Bay Campsite,Queen Charlotte Sound/Tōtaranui area,Marlborough,"A sheltered east-facing bay with a short walk, boating, water skiing and fishing opportunities close by.",Backcountry,0,4,No,,"Jetty, Non-powered/tent sites, Water from stream, Toilets - non-flush, Toilets, Water supply","Boating, Fishing, Walking and tramping",No dogs. <a href=""https://www.doc.govt.nz/parks-and-recreation/know-before-you-go/pets-on-conservati,Coastal,Boat,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/26093a8a17f94cabb7b3ea1c307d7c2b.aspx,https://www.doc.govt.nz/link/f92069a2a9be41d1a568d90f8a35d2c9.aspx,Located in Queen Charlotte Sound/Tōtaranui area,1689688,5437892,100066101,6/25/2024 8:32:06 AM,994aec92-fe13-4dfe-8959-48b547c035c9,1689688,5437892
